,Sex,Age,Tenure,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL,VolumeCred,TransactionsCred,VolumeDeb,VolumeDebCash_Card,VolumeDebCashless_Card,VolumeDeb_PaymentOrder,TransactionsDeb,TransactionsDebCash_Card,TransactionsDebCashless_Card,TransactionsDeb_PaymentOrder,Dormant,Total_ActBal,Credit_Debit_Ratio
666,-1.064084175371071,0.6552291324194623,0.24130567849624374,-0.23619743033530738,-0.5423082579740138,-0.22892342205824381,1.6895014869667937,2.91547594742265,5.269735949226681,-0.49183912571006166,-0.38462380909843297,-0.3055980627402949,4.0386821037937315,-0.2323830003014812,4.021516762737755,1.0532505162958152,0.8761270143647466,0.16002399985903307,0.5365624563719169,1.0992263641119695,0.18109958569633644,1.0023725035077737,0.3875177059130761,0.22195215768091256,1.8230777099773363,-0.13282828101321276,-0.2901113928044282,-0.06100298806249324
137,-1.064084175371071,-0.692858730474738,-1.3766378757720943,-0.23619743033530738,-0.5423082579740138,-0.22892342205824381,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,-0.5710548491478286,-0.38462380909843297,-0.3055980627402949,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,-0.5912425288369707,-0.5435503717881621,-0.8057187787128878,-0.7661477529452673,-0.6464440635651161,-0.6949194611031785,-0.9690325648516943,-0.7241005801430838,-0.6175156049764031,-0.8696180714825261,-0.13282828101321276,-0.6827530707449788,1.0255872716957888
358,0.9397752763791234,-0.7467822449905059,1.7051593704533115,-0.23619743033530738,1.2199207895672985,0.029435296756615565,-0.5918905711029151,2.91547594742265,-0.27464421885220486,-0.24688999024483652,-0.38447085474612785,3.815526205183182,-0.26657007412511474,4.2103941761707935,-0.2748933855045632,3.20843893897314,1.5070947415438172,3.181960532531087,-0.24506366921839354,-0.4768690260322677,1.5034563037507362,0.07827637771427305,0.016978277227689506,-0.4975916388825009,0.6690652322088237,-0.13282828101321276,1.050520408411408,-0.06469620871213802
256,-1.064084175371071,-0.854629274022042,1.2274807972883737,-0.23619743033530738,-0.5423082579740138,-0.22892342205824381,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,3.1446261723535422,-0.38462380909843297,-0.3055980627402949,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,-0.24631597335673527,-0.5435503717881621,-0.534917888014575,0.6051261515991374,-0.6464440635651161,-0.6633299347561427,-0.7226069313067609,-0.3535611514576971,-0.6175156049764031,-0.48494724555968866,-0.13282828101321276,0.8843138504704072,-0.06069284842724607
553,-1.064084175371071,2.1650875388609667,-1.19173004099857,-0.23619743033530738,-0.5423082579740138,6.488403267128099,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,3.131272733550678,-0.38462380909843297,3.815526205183182,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,1.02075468855638,0.08741735539090842,0.9597149867180943,-0.7661477529452673,0.027149819004793126,3.165550911052186,-0.10654284744442709,-0.7241005801430838,-0.13781974060079416,-0.10027641963685116,-0.13282828101321276,2.4431275063296565,-0.0646124222845444
837,0.9397752763791234,0.7091526469352304,-1.3150019308475862,-0.23619743033530738,1.2199207895672985,0.5461527343863344,1.6895014869667937,-0.34299717028501764,-0.27464421885220486,-0.6300695641517254,3.5619632344909697,3.3780412453026356,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,-0.5075688271788127,-0.5435503717881621,-0.30579149967884345,0.9890828448715706,-0.6464440635651161,-0.27420440566311133,-0.41457488937559395,0.3875177059130761,-0.6175156049764031,0.09205899332456757,-0.13282828101321276,3.7814449419199483,-0.0665507316030575
504,0.9397752763791234,-0.4232411578958979,0.7498022241234357,-0.23619743033530738,-0.5423082579740138,0.029435296756615565,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,-0.6143161036252202,-0.38462380909843297,0.15650854011715723,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,-0.24650272686464555,-0.07032457640385924,-0.5782367951795211,0.19374398023581582,-0.37127681653769445,-0.67583811084507,-0.6610005229205275,0.016978277227689506,-0.4975916388825009,-0.6772826585211074,-0.13282828101321276,-0.5255751173941605,-0.05915579648135329
283,0.9397752763791234,0.5473821033879264,-1.4074558482343484,-0.23619743033530738,-0.5423082579740138,-0.22892342205824381,1.6895014869667937,2.91547594742265,5.269735949226681,-0.565710586481696,-0.38462380909843297,-0.3055980627402949,-0.26657007412511474,-0.24729105572435206,4.021516762737755,3.20843893897314,9.078707467692665,3.181960532531087,-0.7661477529452673,-0.11648658751160446,2.3357554460859538,4.94518264022671,-0.7241005801430838,0.10202819158701032,5.477450556244293,-0.13282828101321276,-0.3511914177874655,-0.06469620871213802
942,-1.064084175371071,1.4101583356402145,1.2274807972883737,-0.23619743033530738,1.2199207895672985,-0.22892342205824381,1.6895014869667937,2.91547594742265,-0.27464421885220486,-0.6314773644619257,0.015136224173256822,-0.3055980627402949,-0.26657007412511474,4.2103941761707935,-0.2748933855045632,1.8369275374980303,2.611288264107191,0.8258858330092632,-0.2862018863547257,0.6966145120594474,0.7453714886468218,1.8648622209150412,1.4991359919692357,1.5411157847138373,0.6690652322088237,-0.13282828101321276,-0.3631754127125145,-0.06221408162446813
177,0.9397752763791234,-0.5850117014432019,-0.22096390843756714,5.771028553783146,-0.5423082579740138,-0.22892342205824381,1.6895014869667937,2.91547594742265,-0.27464421885220486,0.4454754117460335,-0.38462380909843297,-0.3055980627402949,4.0386821037937315,4.2103941761707935,-0.2748933855045632,1.6803467967261103,3.557739854875797,2.0560365900057165,0.12518028500859568,1.1713032253294005,0.6571760837748957,3.158596797025942,0.3875177059130761,1.7809637169016417,1.8230777099773363,-0.13282828101321276,-0.1922255073180168,-0.065272412717895
176,0.9397752763791234,1.0866172485456065,-1.1455030823051888,-0.23619743033530738,1.2199207895672985,0.029435296756615565,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,-0.6010065682002034,3.5619632344909697,-0.3055980627402949,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,3.20843893897314,0.08741735539090842,3.181960532531087,0.5914134125536931,0.1603259855958439,1.0919628373150059,-0.22975566421689383,0.7580571345984627,-0.017895774506891927,-0.48494724555968866,-0.13282828101321276,2.395333063515704,-0.06469620871213802
103,0.9397752763791234,1.5180053646717506,-1.5615457105456187,-0.23619743033530738,1.2199207895672985,-0.22892342205824381,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,-0.4366708083459101,-0.37762049452261165,-0.3055980627402949,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,-0.5297358229410527,0.24515928718567606,-0.7956881659558737,-0.7661477529452673,-0.6464440635651161,-0.6738597768718213,-0.8458197480792276,-0.7241005801430838,-0.6175156049764031,-0.6772826585211074,-0.13282828101321276,-0.6205928265735081,0.02783680606147877
297,-1.064084175371071,0.3856115598406223,1.3353437009062628,-0.23619743033530738,1.2199207895672985,-0.22892342205824381,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,-0.21195528220478033,0.6566210393909517,-0.3055980627402949,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,-0.7713982098712288,-0.5435503717881621,-0.8057187787128878,-0.7661477529452673,-0.6464440635651161,-0.6949194611031785,-0.9690325648516943,-0.7241005801430838,-0.6175156049764031,-0.8696180714825261,-0.13282828101321276,0.2841323926907793,-0.004907758080430858
349,-1.064084175371071,-1.1242468466008821,-1.207139027229697,-0.23619743033530738,1.2199207895672985,-0.22892342205824381,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,-0.6258192706579814,3.5619632344909697,-0.3055980627402949,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,-0.0050651136827868926,-0.07032457640385924,0.47135318376907476,-0.08051080067306501,2.8617964009810675,0.531168973123942,1.556830178983874,0.016978277227689506,2.6204314795589574,0.8614006451702425,-0.13282828101321276,2.384868450158815,-0.06630756239637695
381,0.9397752763791234,0.7630761614509983,0.3337595958830059,-0.23619743033530738,-0.5423082579740138,0.8045114532011938,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,0.1511643423730272,-0.38462380909843297,3.815526205183182,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,-0.2425847291346689,-0.5435503717881621,-0.23818106509799808,0.6051261515991374,0.046236348559701865,-0.16523649407207378,0.32470201125920656,1.4991359919692357,0.10202819158701032,-0.10027641963685116,-0.13282828101321276,1.186284075898722,-0.06490331108933282
313,0.9397752763791234,-2.0409465933689384,0.17966973357173563,-0.23619743033530738,-0.5423082579740138,16.306034582092757,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,1.0760841989578238,-0.38462380909843297,3.815526205183182,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,0.03843697585191057,-0.07032457640385924,-0.22749782116825154,0.3034458925993681,1.7161993657576393,-0.5649544061612285,0.5095212364179067,-0.3535611514576971,1.1813438864321304,0.28439440628598633,-0.13282828101321276,1.5763636612135183,-0.0629809519687198
549,-1.064084175371071,-0.9085527885378101,1.6589324117599304,-0.23619743033530738,-0.5423082579740138,-0.22892342205824381,-0.5918905711029151,-0.34299717028501764,-0.27464421885220486,0.06577182847710723,-0.38462380909843297,-0.3055980627402949,-0.26657007412511474,-0.24729105572435206,-0.2748933855045632,-0.782556791749127,-0.7012923035829298,-0.8026377644107973,-0.7661477529452673,-0.637087555436927,-0.6949194611031785,-0.7842133396929942,-0.7241005801430838,-0.4975916388825009,-0.8696180714825261,-0.13282828101321276,-0.414175112820513,-0.06879391402313276
60,0.9397752763791234,-0.4232411578958979,0.7652112103545627,-0.23619743033530738,-0.5423082579740138,-0.22892342205824381,1.6895014869667937,-0.34299717028501764,2.497545865187238,0.6690235215729831,-0.38462380909843297,-0.3055980627402949,-0.26657007412511474,-0.24729105572435206,4.021516762737755,0.42860450884318735,1.9803205369281203,0.8386824321280705,2.5249096179613035,-0.6464440635651161,-0.5870045337237088,0.6327340531903735,1.4991359919692357,-0.6175156049764031,-0.48494724555968866,-0.13282828101321276,0.1695505312744173,-0.06578268655392316
